year,country,global_avg_temperature,temperature_anomaly,max_temperature,min_temperature,co2_concentration_ppm,annual_rainfall_mm,sea_level_rise_mm,sea_surface_temperature,heatwave_days,drought_index,flood_events_count,forest_cover_percent,deforestation_rate,fossil_fuel_consumption,renewable_energy_share,air_quality_index,predicted_temperature_2050,climate_risk_index
2025,France,14.83,1.86,34.08,-3.56,383.71,904.99,4.18,16.93,40,3.48,13,15.45,2.57,35.16,34.37,45,1.85,25.4
2015,UK,15.83,0.86,35.94,4.42,390.56,736.83,3.43,16.74,31,1.22,11,12.95,0.15,62.45,18.33,88,2.18,48.78
2002,Canada,14.65,1.56,36.95,10.31,404.45,1013.87,4.54,14.6,37,3.24,6,61.43,0.62,55.23,14.51,119,1.78,23.65
1980,Pakistan,13.95,1.11,35.0,13.84,415.91,492.94,2.14,16.19,27,3.1,7,22.3,0.93,24.26,50.27,137,2.91,62.28
2019,China,14.3,1.02,33.55,3.55,411.23,1022.69,3.71,16.77,14,4.1,6,44.51,2.73,39.47,48.91,146,2.3,11.54
1994,Pakistan,14.03,1.7,32.03,-0.73,395.67,1141.18,4.06,14.81,22,0.89,13,18.94,0.33,89.96,47.75,193,1.5,12.72
2000,China,14.76,1.1,28.04,10.16,417.19,1091.57,3.66,13.87,23,3.5,1,25.75,0.74,26.97,30.48,76,2.97,7.19
1988,Australia,14.02,1.22,41.42,8.46,419.38,1236.67,3.68,18.19,12,0.14,7,31.68,1.32,55.45,52.55,155,2.18,69.36
1988,India,14.22,1.2,46.03,3.04,432.56,1349.61,4.94,16.58,20,3.48,5,18.62,0.13,79.45,55.94,56,2.45,49.41
1989,Brazil,13.73,0.45,41.0,2.54,451.76,975.6,1.48,16.81,53,4.8,9,12.76,2.69,41.05,23.06,71,2.35,61.77
2005,Pakistan,14.42,1.22,28.7,2.13,405.9,1328.63,3.65,17.33,11,0.87,2,62.63,2.0,38.25,17.36,195,2.41,87.93
2020,Germany,14.61,0.87,38.94,3.62,445.39,974.47,2.05,15.03,12,1.56,3,10.71,3.16,82.36,30.53,64,2.03,74.03
2014,Canada,12.89,0.53,40.12,6.26,416.65,790.16,4.41,15.89,38,2.91,6,13.68,0.21,41.34,14.86,61,2.37,46.17
2004,UK,14.66,0.89,32.98,2.74,376.82,882.17,2.49,18.76,22,3.66,2,58.3,1.02,65.6,53.62,100,2.13,98.44
2005,Canada,14.47,0.89,37.44,3.24,459.58,1080.09,0.53,15.77,49,1.72,0,26.92,2.59,71.82,23.59,165,2.38,45.63
1990,USA,14.04,1.51,32.72,7.57,471.81,1325.55,4.44,16.1,45,3.32,5,53.37,2.4,75.2,36.69,83,2.11,11.25
2017,Brazil,15.72,0.67,42.64,-0.93,430.48,1000.44,3.18,15.5,42,4.5,2,18.77,0.93,89.63,37.71,141,2.05,99.27
1981,USA,15.08,0.78,36.83,3.5,417.24,797.9,3.93,15.39,27,3.63,10,24.24,2.13,76.22,33.32,59,1.47,2.28
1986,Australia,13.84,1.19,30.41,-1.7,408.21,1433.28,5.21,18.16,13,3.56,14,44.37,2.8,65.99,13.61,148,2.2,54.99
1997,Brazil,15.0,0.57,38.35,5.43,403.4,569.56,3.95,12.78,16,1.91,9,69.32,0.21,82.68,59.51,127,2.31,30.91
2006,Brazil,15.25,0.84,40.29,-2.76,445.27,799.84,3.7,15.81,23,4.56,5,14.41,2.54,83.4,14.49,86,3.12,50.36
2013,USA,14.58,0.43,35.99,8.56,414.57,1267.84,3.44,16.84,52,1.39,9,34.03,0.96,88.12,46.33,90,2.44,55.87
2006,China,14.72,1.47,37.4,-0.26,456.85,1529.94,2.12,19.05,57,1.03,11,12.58,3.32,74.35,48.52,78,1.84,24.01
1996,USA,14.7,0.98,34.65,-2.09,415.87,1144.2,3.24,14.8,33,1.82,2,21.95,1.93,33.64,12.98,53,1.69,55.69
2022,Canada,13.25,1.09,29.33,3.55,404.69,1074.97,5.87,14.54,50,3.25,5,64.45,0.21,69.69,56.32,60,2.33,75.61
2023,China,14.39,1.47,34.24,11.84,399.97,912.74,3.05,15.21,47,4.31,10,15.79,1.47,25.26,31.83,182,1.83,26.65
2003,Canada,14.36,0.81,37.62,7.84,396.41,1164.42,3.31,17.55,21,0.66,3,61.41,3.39,42.26,39.59,139,1.92,38.34
2004,Australia,15.36,0.98,34.36,-2.69,427.85,1038.81,5.01,16.69,9,4.07,12,20.67,2.58,28.11,40.32,136,1.83,26.82
1986,UK,14.7,0.68,39.0,-0.37,382.64,773.64,1.65,14.34,53,4.06,3,61.71,1.12,86.5,32.77,40,2.04,82.06
1985,France,14.32,0.68,33.04,3.42,394.54,907.3,4.24,16.65,7,2.93,9,42.28,2.06,43.71,12.81,148,2.57,72.5
2003,China,14.45,0.73,33.37,13.95,448.11,739.77,1.59,18.83,20,3.8,9,62.69,2.14,69.93,46.35,121,1.21,87.12
2012,Australia,15.11,0.9,39.16,1.24,391.14,1004.08,3.98,16.9,36,0.91,10,19.1,0.18,59.99,37.0,177,2.85,17.0
2008,Germany,14.39,0.95,36.11,1.28,436.57,1048.55,3.47,16.75,6,0.85,1,55.72,0.71,27.53,11.53,190,2.1,7.36
2022,Australia,14.08,1.22,32.94,11.11,363.42,1490.31,4.23,16.84,25,4.31,13,50.84,1.98,59.29,43.52,57,1.88,11.94
2001,USA,14.33,0.74,40.17,5.78,451.25,820.78,2.29,17.12,12,2.49,3,42.58,1.47,66.27,43.65,97,2.64,16.1
2005,USA,15.06,1.23,31.56,9.21,383.24,945.77,2.86,14.6,15,1.23,10,58.64,0.75,81.71,35.17,165,2.1,53.31
2007,France,14.8,1.29,31.37,2.09,393.09,1377.75,4.3,16.15,29,3.44,11,48.9,2.73,24.91,9.98,112,1.68,97.09
2000,Australia,14.53,0.91,20.85,4.59,432.01,1541.53,2.89,16.23,30,4.46,3,62.62,1.76,40.69,24.4,149,1.44,35.72
1986,India,14.61,0.78,32.23,10.26,421.76,1142.41,4.41,15.77,4,3.16,10,32.86,1.15,68.46,7.8,91,2.55,95.85
1996,UK,14.16,1.13,41.54,4.42,437.37,923.93,3.75,17.53,31,1.74,6,45.4,0.65,22.4,31.27,85,2.58,3.82
1999,USA,14.38,1.02,24.64,9.49,383.04,858.09,2.97,15.55,15,2.42,4,62.24,2.18,34.25,54.85,146,1.99,92.69
2020,France,14.1,1.19,30.24,6.55,407.83,447.08,3.12,15.96,46,3.76,7,22.89,2.37,35.31,5.12,52,2.86,18.12
1999,UK,14.32,1.73,37.2,0.84,399.57,721.67,3.5,14.61,8,0.34,6,39.14,2.38,66.85,19.67,135,2.22,91.25
2001,Australia,15.31,1.13,23.78,4.93,387.25,1030.47,3.24,17.07,21,1.09,9,67.64,0.85,40.02,48.99,56,2.86,5.62
2007,Australia,13.85,0.84,32.45,8.93,429.9,945.7,4.38,17.91,54,2.31,8,38.42,2.12,61.97,5.54,106,1.72,94.82
2019,Brazil,14.09,0.74,40.7,7.68,438.58,1187.02,3.05,15.96,43,3.02,7,25.17,3.18,87.57,5.56,100,1.66,20.08
1986,France,13.75,0.76,45.22,4.84,406.58,941.44,2.81,17.71,39,1.7,14,31.06,1.3,75.53,38.6,104,1.94,30.27
1980,USA,13.62,0.51,36.45,-2.57,453.07,782.18,4.59,16.28,44,1.49,8,63.11,0.82,43.3,48.41,172,2.0,49.09
2011,India,14.39,1.47,30.37,-2.18,395.36,1102.4,2.99,12.71,36,0.21,0,67.29,2.73,53.07,47.71,199,2.78,38.07
1992,Australia,14.13,0.21,30.2,-1.33,452.46,1751.58,2.85,16.42,13,0.16,9,67.01,0.7,34.05,47.88,128,2.35,66.75
2009,India,15.56,1.3,35.72,2.96,429.06,904.8,0.52,16.24,15,1.39,12,51.94,0.96,21.1,24.86,95,1.82,97.48
2002,Australia,14.33,0.75,36.4,3.49,384.41,1041.67,2.25,16.65,42,2.65,11,40.58,0.44,40.28,53.55,44,2.21,60.64
1998,USA,15.27,0.9,44.29,-0.9,464.54,1254.08,2.49,16.88,19,2.78,2,20.96,1.01,45.86,5.71,140,1.99,72.15
2011,UK,15.08,0.74,39.85,9.09,403.89,828.51,2.85,15.47,43,2.47,4,17.39,1.5,59.51,22.17,126,1.8,8.8
2009,Pakistan,14.37,1.68,35.42,-0.06,445.13,1381.83,2.63,18.71,14,2.05,8,13.59,0.32,86.08,23.55,100,2.16,62.78
2008,UK,15.77,1.11,33.32,-0.48,418.64,526.29,4.68,16.4,55,1.26,7,11.06,3.06,86.35,14.11,108,2.1,45.38
2024,Australia,14.66,1.42,50.07,5.35,424.36,877.68,2.57,16.2,43,2.0,13,62.69,1.85,24.91,23.49,102,1.82,88.58
2008,Canada,15.41,1.62,38.13,8.9,437.53,906.63,2.66,17.62,25,0.69,9,58.55,2.1,63.03,37.22,83,1.81,38.82
2009,Pakistan,15.34,1.17,31.66,13.22,436.15,1045.35,3.69,16.53,8,0.58,6,44.07,1.36,22.96,33.62,67,2.61,67.95
1995,Pakistan,14.75,0.62,33.88,7.33,406.45,408.56,2.18,20.35,0,1.5,1,69.92,2.38,65.37,22.57,52,2.41,22.82
2019,India,14.95,1.01,30.61,11.32,428.29,1405.82,5.38,16.19,34,4.98,14,67.18,1.57,28.24,46.21,69,2.67,25.94
1998,France,14.87,0.8,22.98,0.15,426.41,1124.27,4.46,17.03,43,1.63,10,49.31,2.69,86.25,44.31,193,2.06,37.61
1997,India,13.81,0.9,36.56,13.64,420.34,1336.85,2.1,15.38,19,4.68,5,37.87,2.89,80.5,20.44,102,1.66,30.41
1980,India,14.53,1.06,43.91,-2.45,409.92,1483.91,4.72,17.81,44,1.96,3,19.13,2.38,21.56,22.78,112,1.91,25.39
1993,Canada,15.14,1.05,26.85,2.98,420.29,777.83,4.97,16.96,54,2.2,4,40.94,1.77,74.75,20.81,96,2.71,4.97
1981,UK,15.42,1.26,35.28,7.24,464.19,251.69,2.13,15.99,5,3.99,13,19.46,2.76,64.51,12.09,103,1.4,83.67
2007,UK,14.07,1.32,31.47,-1.42,407.62,1343.91,2.1,15.19,41,0.47,4,33.91,1.78,54.68,46.4,91,2.92,6.43
2009,Germany,14.82,1.05,37.61,1.29,445.16,914.09,2.77,14.54,9,0.91,12,66.56,0.48,62.18,7.55,102,1.64,88.74
